firm_id, sector   , baseline_production, baseline_emissions_intensity, target_emissions_intensity_2025, target_emissions_intensity_2026, risk_aversion, cash_on_hand, revenue_per_unit, is_covered, max_production_change_percent, variable_production_cost, ,            , 
CE_F130, CEMENT   ,              638765,                       0.98  ,                          0.94  ,                          0.94  ,   0.594356701,  30170308627,     137.5437861 , True      ,                           0.1,                      200, , 3.01703E+13, 30170308627
CE_F131, CEMENT   ,             1557427,                       0.001 ,                          0.001 ,                          0.001 ,   0.595063166,  30164417641,     137.3898769 , True      ,                           0.1,                      200, , 3.01644E+13, 30164417641
CE_F132, CEMENT   ,             1437916,                       0.01  ,                          0.01  ,                          0.01  ,   0.595769631,  30158526655,     137.2359678 , True      ,                           0.1,                      200, , 3.01585E+13, 30158526655
CE_F133, CEMENT   ,             1230254,                       0.01  ,                          0.01  ,                          0.01  ,   0.596476097,  30152635669,     137.0820586 , True      ,                           0.1,                      200, , 3.01526E+13, 30152635669
CE_F134, CEMENT   ,             1401135,                       0.01  ,                          0.01  ,                          0.01  ,   0.597182562,  30146744683,     136.9281494 , True      ,                           0.1,                      200, , 3.01467E+13, 30146744683
CE_F135, CEMENT   ,             2787464,                       0.01  ,                          0.01  ,                          0.01  ,   0.597889027,  30140853697,     136.7742403 , True      ,                           0.1,                      200, , 3.01409E+13, 30140853697
CE_F136, CEMENT   ,             1929850,                       0.01  ,                          0.01  ,                          0.01  ,   0.598595492,  30134962711,     136.6203311 , True      ,                           0.1,                      200, , 3.0135E+13 , 30134962711
CE_F137, CEMENT   ,             2934833,                       0.02  ,                          0.02  ,                          0.02  ,   0.599301958,  30129071725,     136.4664219 , True      ,                           0.1,                      200, , 3.01291E+13, 30129071725
CE_F138, CEMENT   ,             2187031,                       0.02  ,                          0.02  ,                          0.02  ,   0.600008423,  30123180739,     136.3125128 , True      ,                           0.1,                      200, , 3.01232E+13, 30123180739
CE_F139, CEMENT   ,             2706941,                       0.02  ,                          0.02  ,                          0.02  ,   0.600714888,  30117289753,     136.1586036 , True      ,                           0.1,                      200, , 3.01173E+13, 30117289753
CE_F140, CEMENT   ,             1626580,                       0.02  ,                          0.02  ,                          0.02  ,   0.601421354,  30111398767,     136.0046944 , True      ,                           0.1,                      200, , 3.01114E+13, 30111398767
CE_F141, CEMENT   ,             1661535,                       0.02  ,                          0.02  ,                          0.02  ,   0.602127819,  30105507781,     135.8507853 , True      ,                           0.1,                      200, , 3.01055E+13, 30105507781
CE_F142, CEMENT   ,             2918900,                       0.02  ,                          0.02  ,                          0.02  ,   0.602834284,  30099616796,     135.6968761 , True      ,                           0.1,                      200, , 3.00996E+13, 30099616796
CE_F143, CEMENT   ,             3178059,                       0.02  ,                          0.02  ,                          0.02  ,   0.603540749,  30093725810,     135.5429669 , True      ,                           0.1,                      200, , 3.00937E+13, 30093725810
CE_F144, CEMENT   ,             2066619,                       0.02  ,                          0.02  ,                          0.02  ,   0.604247215,  30087834824,     135.3890578 , True      ,                           0.1,                      200, , 3.00878E+13, 30087834824
CE_F145, CEMENT   ,             1537182,                       0.02  ,                          0.02  ,                          0.02  ,   0.60495368 ,  30081943838,     135.2351486 , True      ,                           0.1,                      200, , 3.00819E+13, 30081943838
CE_F146, CEMENT   ,             2020290,                       0.02  ,                          0.02  ,                          0.02  ,   0.605660145,  30076052852,     135.0812394 , True      ,                           0.1,                      200, , 3.00761E+13, 30076052852
CE_F147, CEMENT   ,             1421803,                       0.02  ,                          0.02  ,                          0.02  ,   0.60636661 ,  30070161866,     134.9273303 , True      ,                           0.1,                      200, , 3.00702E+13, 30070161866
CE_F148, CEMENT   ,             3352630,                       0.02  ,                          0.02  ,                          0.02  ,   0.607073076,  30064270880,     134.7734211 , True      ,                           0.1,                      200, , 3.00643E+13, 30064270880
CE_F149, CEMENT   ,             1699039,                       0.02  ,                          0.02  ,                          0.02  ,   0.607779541,  30058379894,     134.6195119 , True      ,                           0.1,                      200, , 3.00584E+13, 30058379894
CE_F150, CEMENT   ,             3021872,                       0.02  ,                          0.02  ,                          0.02  ,   0.608486006,  30052488908,     134.4656028 , True      ,                           0.1,                      200, , 3.00525E+13, 30052488908
CE_F151, CEMENT   ,             1536323,                       0.02  ,                          0.02  ,                          0.02  ,   0.609192471,  30046597922,     134.3116936 , True      ,                           0.1,                      200, , 3.00466E+13, 30046597922
CE_F152, CEMENT   ,             3072183,                       0.02  ,                          0.02  ,                          0.02  ,   0.609898937,  30040706936,     134.1577844 , True      ,                           0.1,                      200, , 3.00407E+13, 30040706936
CE_F153, CEMENT   ,             2004899,                       0.02  ,                          0.02  ,                          0.02  ,   0.610605402,  30034815950,     134.0038753 , True      ,                           0.1,                      200, , 3.00348E+13, 30034815950
CE_F154, CEMENT   ,             3846091,                       0.02  ,                          0.02  ,                          0.02  ,   0.611311867,  30028924965,     133.8499661 , True      ,                           0.1,                      200, , 3.00289E+13, 30028924965
CE_F155, CEMENT   ,             2638809,                       0.02  ,                          0.02  ,                          0.02  ,   0.612018332,  30023033979,     133.6960569 , True      ,                           0.1,                      200, , 3.0023E+13 , 30023033979
CE_F156, CEMENT   ,             1116774,                       0.02  ,                          0.02  ,                          0.02  ,   0.612724798,  30017142993,     133.5421478 , True      ,                           0.1,                      200, , 3.00171E+13, 30017142993
CE_F157, CEMENT   ,             2659026,                       0.02  ,                          0.02  ,                          0.02  ,   0.613431263,  30011252007,     133.3882386 , True      ,                           0.1,                      200, , 3.00113E+13, 30011252007
CE_F158, CEMENT   ,             1441016,                       0.02  ,                          0.02  ,                          0.02  ,   0.614137728,  30005361021,     133.2343294 , True      ,                           0.1,                      200, , 3.00054E+13, 30005361021
CE_F159, CEMENT   ,             1059100,                       0.02  ,                          0.02  ,                          0.02  ,   0.614844193,  29999470035,     133.0804202 , True      ,                           0.1,                      200, , 2.99995E+13, 29999470035
CE_F160, CEMENT   ,             1636298,                       0.02  ,                          0.02  ,                          0.02  ,   0.615550659,  29993579049,     132.9265111 , True      ,                           0.1,                      200, , 2.99936E+13, 29993579049
CE_F161, CEMENT   ,             1274359,                       0.02  ,                          0.02  ,                          0.02  ,   0.616257124,  29987688063,     132.7726019 , True      ,                           0.1,                      200, , 2.99877E+13, 29987688063
CE_F162, CEMENT   ,             2397521,                       0.03  ,                          0.02  ,                          0.02  ,   0.616963589,  29981797077,     132.6186927 , True      ,                           0.1,                      200, , 2.99818E+13, 29981797077
CE_F163, CEMENT   ,             2580937,                       0.03  ,                          0.02  ,                          0.02  ,   0.617670055,  29975906091,     132.4647836 , True      ,                           0.1,                      200, , 2.99759E+13, 29975906091
CE_F164, CEMENT   ,             2343627,                       0.03  ,                          0.03  ,                          0.03  ,   0.61837652 ,  29970015105,     132.3108744 , True      ,                           0.1,                      200, , 2.997E+13  , 29970015105
CE_F165, CEMENT   ,             1908069,                       0.03  ,                          0.03  ,                          0.03  ,   0.619082985,  29964124119,     132.1569652 , True      ,                           0.1,                      200, , 2.99641E+13, 29964124119
CE_F166, CEMENT   ,             2299152,                       0.03  ,                          0.03  ,                          0.03  ,   0.61978945 ,  29958233134,     132.0030561 , True      ,                           0.1,                      200, , 2.99582E+13, 29958233134
CE_F167, CEMENT   ,              825818,                       0.03  ,                          0.03  ,                          0.03  ,   0.620495916,  29952342148,     131.8491469 , True      ,                           0.1,                      200, , 2.99523E+13, 29952342148
CE_F168, CEMENT   ,             1169127,                       0.03  ,                          0.03  ,                          0.03  ,   0.621202381,  29946451162,     131.6952377 , True      ,                           0.1,                      200, , 2.99465E+13, 29946451162
CE_F169, CEMENT   ,             1513204,                       0.03  ,                          0.03  ,                          0.03  ,   0.621908846,  29940560176,     131.5413286 , True      ,                           0.1,                      200, , 2.99406E+13, 29940560176
CE_F170, CEMENT   ,             1514881,                       0.03  ,                          0.03  ,                          0.03  ,   0.622615311,  29934669190,     131.3874194 , True      ,                           0.1,                      200, , 2.99347E+13, 29934669190
CE_F171, CEMENT   ,             1853913,                       0.04  ,                          0.03  ,                          0.03  ,   0.623321777,  29928778204,     131.2335102 , True      ,                           0.1,                      200, , 2.99288E+13, 29928778204
CE_F172, CEMENT   ,             3644388,                       0.04  ,                          0.03  ,                          0.03  ,   0.624028242,  29922887218,     131.0796011 , True      ,                           0.1,                      200, , 2.99229E+13, 29922887218
CE_F173, CEMENT   ,             2082352,                       0.04  ,                          0.03  ,                          0.03  ,   0.624734707,  29916996232,     130.9256919 , True      ,                           0.1,                      200, , 2.9917E+13 , 29916996232
CE_F174, CEMENT   ,             3940086,                       0.04  ,                          0.03  ,                          0.03  ,   0.625441172,  29911105246,     130.7717827 , True      ,                           0.1,                      200, , 2.99111E+13, 29911105246
CE_F175, CEMENT   ,             2840336,                       0.04  ,                          0.03  ,                          0.03  ,   0.626147638,  29905214260,     130.6178736 , True      ,                           0.1,                      200, , 2.99052E+13, 29905214260
CE_F176, CEMENT   ,             2420442,                       0.04  ,                          0.04  ,                          0.04  ,   0.626854103,  29899323274,     130.4639644 , True      ,                           0.1,                      200, , 2.98993E+13, 29899323274
CE_F177, CEMENT   ,             2283939,                       0.04  ,                          0.04  ,                          0.04  ,   0.627560568,  29893432289,     130.3100552 , True      ,                           0.1,                      200, , 2.98934E+13, 29893432289
CE_F178, CEMENT   ,              720570,                       0.04  ,                          0.04  ,                          0.04  ,   0.628267033,  29887541303,     130.1561461 , True      ,                           0.1,                      200, , 2.98875E+13, 29887541303
CE_F179, CEMENT   ,              618373,                       0.05  ,                          0.04  ,                          0.04  ,   0.628973499,  29881650317,     130.0022369 , True      ,                           0.1,                      200, , 2.98817E+13, 29881650317
CE_F180, CEMENT   ,             3769042,                       0.05  ,                          0.04  ,                          0.04  ,   0.629679964,  29875759331,     129.8483277 , True      ,                           0.1,                      200, , 2.98758E+13, 29875759331
CE_F181, CEMENT   ,              962304,                       0.05  ,                          0.04  ,                          0.04  ,   0.630386429,  29869868345,     129.6944186 , True      ,                           0.1,                      200, , 2.98699E+13, 29869868345
CE_F182, CEMENT   ,              721193,                       0.06  ,                          0.05  ,                          0.05  ,   0.631092895,  29863977359,     129.5405094 , True      ,                           0.1,                      200, , 2.9864E+13 , 29863977359
CE_F183, CEMENT   ,             6403206,                       0.07  ,                          0.06  ,                          0.06  ,   0.63179936 ,  29858086373,     129.3866002 , True      ,                           0.1,                      200, , 2.98581E+13, 29858086373
CE_F184, CEMENT   ,             1777990,                       0.07  ,                          0.06  ,                          0.06  ,   0.632505825,  29852195387,     129.2326911 , True      ,                           0.1,                      200, , 2.98522E+13, 29852195387
CE_F185, CEMENT   ,              724759,                       0.13  ,                          0.1   ,                          0.1   ,   0.63321229 ,  29846304401,     129.0787819 , True      ,                           0.1,                      200, , 2.98463E+13, 29846304401
CE_F186, CEMENT   ,             1605651,                       0.15  ,                          0.11  ,                          0.11  ,   0.633918756,  29840413415,     128.9248727 , True      ,                           0.1,                      200, , 2.98404E+13, 29840413415
